Text	Country by Zone	Country by Location	Lang	Drug	Annotated Text	Semantic Type
@Sad1249Sydney @FLOTUS @WhiteHouse @POTUS Get off the opiates Syd		"Sydney, New South Wales"	en			
I can’t wait to get my wisdom teeth out so I can get opiates. Nothing compares to opiates.		CW 162 CGW 159	en			
Coke opiates and opioids though	Pacific Time (US & Canada)		en			
@John_Connah I'm just glad I'm not still doing opiates.	Quito	LOU ky	en			
@ericbolling very sorry for your loss. I know four friends who have lost a child to opiates.		Fjords	en			
@MollyJongFast Hmmm. Drugs are legal but taking opiates for fun cause you ‘need’ them is not.			en			
@NanaSewDear @realDonaldTrump It may be unfolding soon that there have always been other alternatives to opiates. MOST people get hooked.		USA	en			
"@_JRS79 Over 35k deaths to prescription meds (most are opioids) per year in the US alone. But hey, god forbid you have a joint, right 😀"	Bucharest		en			
@TheDemocrats @yoelisaak What is your view on the chronic pain patient? Are you for their treatment including opioids or against?	Central Time (US & Canada)	San Fransisco	en			
"Republicans -
Gun debate: don't punish law-abiding people for actions of others
Opioid debate: stop all these medications now!
?????"	Eastern Time (US & Canada)	"Charleston, SC"	en			
"@indigoace40 Yes, he's on two different pain medications and also has a patch on his wound to help with the pain!"		"Washington, USA"	en			
"@ShannonBream Very complicated, but swinging the pendulum to NOT providing necessary medications for chronic pain is not the answer!!!"	Pacific Time (US & Canada)	"eugene, oregon"	en			
Aye do you commit sexual misconduct in solving a fat rip off 6 benzos		Afghanistan	en			
@hxhsharingan666 oh my benzos are separate i have an insomnia med thats just rando and for sleep only	Atlantic Time (Canada)		en			
@RickRoss My Hearts Are Out To You Rick Sending Love 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏		"Michigan, USA"	en			
My Hearts Are Out To @RickRoss 🙏🙏🙏🙏🙏🙏		"Michigan, USA"	en			
@MaximumOverDerp there was heroin and speed and benzos and oxys it’s been tough			en			
@TheRickWilson Probably borrowing Melania’s benzodiazepines. Just sayin.		"Yankton, SD"	en			
@GrantLocke2 @CorinnaSladey @RacingCircles Thanks troll go back to injecting your heroin into your arm			en			
"just like nicotine, heroin, morphine 🎶"	Pacific Time (US & Canada)		en			
San Fransisco is going to have safe injection sites for addicts of heroin... this world is going down the toilet hole			en			
"“Why you ain’t got a shirt on”
“I’m cold” 
“Oh fs wanna do some heroin”"		Space 	en			
@michaelmalice I'm told everyone at the local high school knows where to get heroin.	Atlantic Time (Canada)	Connecticut	en			
@julianbuchanan @kalireadsbooks So basically coffee and heroin are the same thing?	Pacific Time (US & Canada)	"Pomona, CA"	en			
@McCartyKeaton Do heroin like a real man		"Market District, Imperial City"	en			
"Nicotine, heroin, morphine."	Arizona		en			
I got my #Naloxone kit 🙏🏿🧘🏾‍♀️ just in  case	Eastern Time (US & Canada)	Brooklyn	en			
@butlersheriff Also you could save lives by arming your officers with naloxone. A life is a life.	Eastern Time (US & Canada)	"Canton, OH"	en			
I was trained in how to administer naloxone today! 🙌#HarmReduction #TraumaInformedCare #HousingFirst	Central Time (US & Canada)	"Chicago, IL"	en			
"oh man, when Tramadol kicks in... it's powerful."	Central Time (US & Canada)		en			
"#Morphine may increase cancer recurrence, but #oxycodone and #tramadol may not. Not all #opioids are created equal."		"Adelaide, Australia"	en			
@babygirlrennny And a xan or perc gon fix it ? I knew u was a j when I seen u say tramadol	Eastern Time (US & Canada)	"Gainesville, GEORGIA"	en			
"Tramadol 50mg x 20 (generics)

Amcal: $10.95
CW: $5.40

Endone 5mg x 20 (Aspen Pharma - identical)

Amcal: $19.95
CW: $7.39

W.T.A.F?!?"	Melbourne	"Somewhere between T & Q , Melbourne, Australia"	en			
@Fact Have you heard of TRAMADOL?		Lago state Nigeria	en			
"@Cupcakesn_wine That shit has never worked, tramadol"	Eastern Time (US & Canada)	"Towson, MD"	en			
"#migraine is more powerful than tramadol, Valium and marijuana..... 😢"	Central Time (US & Canada)		en			
"Tramadol, an atypical oral analgesic, appears to be effective."	Bucharest	New York	en			
"""In your book you write you take tramadol to sleep when the cats are being annoying...would you -""

""This is a dream isn't it!?""

""...yes"""		England (North East)	en			
@SonOfArthritis @medianewspy @SJAMcBride What have I told you about easing up on that Tramadol Billy?		Belfast Ireland.	en			
I am running on 3 hours of sleep and a tramadol. Delusional af 😭	Eastern Time (US & Canada)		en			
im never taking tramadol another day in my life ! that junk got me all messed up 😭			en			
"@MiannDhe @Blarkboifly Dude some one just took vodka with tramadol, the experience ain't cool atall
He is in a emergency ward, right now"		"Lagos,nigeria"	en			
"Shouldn’t have went out in the snow today, I’m in so much pain now 😭 tramadol &amp; bed."	London	"Cardiff, Wales"	en			
Incidentally the pharmacy didn't have enough tramadol and gave me the 12 they had lol. 12.	London	Scotland	en			
"Tramadol has some interesting side effects. Darth Vader just appeared in a dream, saying 'I find your lack of face disturbing.'"	America/Chicago	Oklahoma City	en			
"Imagine if Boots just decided to stop dispensing codeine, or tramadol."	London	"Sunderland, UK"	en			
"@wee_tank A quick Google reveals that the most common side effects of tramadol are feeling sick and dizzy. That, surely, is alcohol."	London		en			
Tramadol and chill			en			
"@richthejoiner @carmichaeltimo1 Couldn't do it without your support mate, oh and tramadol 🤤😂"	London	"Hull, England"	en			
"lol they sayin odb died from tramadol and cocaine 
thats not even like a hardcore mix"		U K? 	en			
@Kayodeoshinubi That's not even it... I'm just wandering when possession of tramadol became a crime		ZION	en			
this tylenol w/codeine has been really messing with my motivation lately	Eastern Time (US & Canada)		en			
@_Siarramarie Damn you a savage they gave me an antibiotic and some Tylenol with codeine that don’t work at all		United States	en			
I took 2 Tylenol with codeine. I saved them from when I had my wisdom teeth out but this shit is fighting through that! Omg I’m dying.	Mountain Time (US & Canada)	my feelings	en			
Tylenol with codeine coming through rn		🤘🏼	en			
@___AyeJay @LittleBit_Much @iMJustDestinee Thank for Tylenol with codeine			en			
"Me: ugh I have a migraine 
Mom: I have ibuprofen, Tylenol with codeine, and norcos 
Me: can I have all 3"	Pacific Time (US & Canada)		en			
@flyddw Apple juice &amp; Hydromorphone ;-)	Central Time (US & Canada)	Migrating	en			
Force fields up Arm photon torpedoes hydromorphone getting glassed crystal joint #AlexThat Alexie Slatta Just got KWD-INU-PRF-1803020605	Eastern Time (US & Canada)		en			
Hello hydromorphone.	Central Time (US & Canada)	Migrating	en			
fuck a lil xan lil hydromorphone	Eastern Time (US & Canada)		en			
EIGHT milligrams of hydromorphone?! Are you kidding me?!  #my600lblife	Central Time (US & Canada)	"Crapitol, Kansas"	en			
"#ACSPIB
How addictive is hydromorphone and buprenorphine?"			en			
U ever snort 3 hydromorphone wit ur bitch in Santa Monica??	Central Time (US & Canada)	817 TX	en			
This dromedary needs Oxymorphone!	Pacific Time (US & Canada)	"Oklahoma, USA"	en			
This canary needs Oxymorphone!	Pacific Time (US & Canada)	"Oklahoma, USA"	en			
@kica333 I before e except after analgesics. Duh.	Eastern Time (US & Canada)	Atlanta	en			
"The rupture of an ovarian cyst is usually self-limiting, and only requires expectant management and analgesics."	Kyiv	Newcastle	en			
@good_grandma @NBCNews Neuropathic pain not responding to non narcotic analgesics..			en			
"Although medicines are commonly prescribed for the treatment of sciatica, evidence for analgesics is poor."	Kyiv	United States	en			
Two analgesics and needed.			en			
@BTS_ARMY_INT @BTS_twt Aww did you try taking analgesics? #BTSARMY #iHeartAwards #BestFanArmy @BTS_twt		Cosmos	en			
I’m so thankful and greatful for analgesics. 🙏🏻		"Riyadh, Kingdom of Saudi Arabia"	en			
Specific agents such as triptans or ergotamines may be used by those for whom simple analgesics are not effective against a migraine.	Bucharest	London	en			
Initial recommended management of #migraine is with simple analgesics such as ibuprofen and paracetamol for the #headache.	Bucharest	London	en			
Narcos also constantly plays in my head through out the day jus a fun fact 😽	Pacific Time (US & Canada)	IG: Sydniiii ➰ ॐ	en			
@Muga7idHassan 3shank bs		Qatar | Sudan	en			
The music video for Narcos gonna be bad ass		Los Angeles	en			
"Crazy how the world turns, good thing I got true ass homies here"	Central Time (US & Canada)	"Omaha, NE"	en			
G’wan Cody!! @crusadersrugby		"Dublin, Ireland"	en			
Anybody down for Cody jinks at Brewster’s tmrw??	Central Time (US & Canada)	kingsville tx 	en			
Shoutout whoever put @KDTrey5 on @cody_macc new album!! That shit pure fire			en			
"Spoiler, we all die at the end"		"Hesperia, CA"	en			
Impossible is just an opinion		"Hesperia, CA"	en			
@bad_cody_bad @peter_donnelly @JennyCafarella What is accurate according to you? Mofo.		Chahuapa	en			
Race track*			en			
step aside		"Iowa City, IA"	en			
cody just made my night 😂	Central Time (US & Canada)		en			
"Oh the Feb 5th episode of ROH is stacked

MCMG vs Best Friends 
Shane Taylor vs Marty 
Cody vs Matt Taven 

Good lord"	Pacific Time (US & Canada)	"Stamford, CT"	en			
"//I'm considering roleplaying Cody in college, post-SLOD, instead of during SLOD as I'm doing now. What do you think? XX"		S.S. Tipton	en			
@_emoweeb I blocked you cody 😫	Pacific Time (US & Canada)		en			
@altrobbiej cody?		hidden leaf village duh	en			
@SWDieHards It will be done my lord ( Cody gif )	Pacific Time (US & Canada)	"Western Reaches, Outer Rim"	en			
A relationship just isn't me.		"Iowa City, IA"	en			
@GerbilTV @rotounderworld @Fumble_Forcer Zadddyyy shaqqqq		"Florida, USA"	en			
Central FL bout to be hot soon...	Atlantic Time (Canada)	"Florida, USA"	en			
You learn from the bridge you burning when you see it burning 🔥	Atlantic Time (Canada)	"Florida, USA"	en			
@Ex_Stu_TJ Hurrrd you 🙏🏽	Atlantic Time (Canada)	"Florida, USA"	en			
@Codaine Anytime bro 💯✅ that WYA dope and u did the beat which is crazy also. Let me know when u have heat for sale 💯✅✅👍🏾		"ATL, LA, NYC, TO, MIA, WAYX"	en			
"@Ex_Stu_TJ Thank you, I appreciate it"	Atlantic Time (Canada)	"Florida, USA"	en			
"@Codaine wuz good bro, just heard some 🔥🔥🔥 from u 💯💯📡📡"		"ATL, LA, NYC, TO, MIA, WAYX"	en			
I'ma die alone. 🖤	Atlantic Time (Canada)	"Florida, USA"	en			
Love don't live here anymore. 💔🥀	Atlantic Time (Canada)	"Florida, USA"	en			
"Only time in my life i decided not tu opdate Nightly build every week, and it was a version with a bug :/"	Belgrade		en			
@FortniteGame When is the opdate done?			en			
soad	Mid-Atlantic		en			
@RadioCitizenFM #jambokenya wa opate teso south naskiza na mke wangu Grace mama perepeta bros andrew Anthony Arnold and Gabriel		Nairobi	en			
@OneFMKe @dngkenya #1FMBreakfast from opate teso south kenya Uganda borde tuned idon't agree with		Nairobi	en			
@radiomaisha @RodneyAlfred2 #alexnanicktuesdayedition opate teso south Uko tuned my wife grace otuga my mum perepeta wrote wanaskiza		Nairobi	en			
@RadioCitizenFM #jambokenya wa opate teso south tuned with my wife grace otuga		Nairobi	en			
"2 seated tickets for Imagine Dragons
March 4th at Glasgow Hydro
Pm for details. Am unable to get there #ImagineDragons"			en			
"@arigoggles @conangray your hydro doesnt even have stickers, fake, exposed move on"	Pacific Time (US & Canada)		en			
@Hydro_Lancer Heck yeah!	Dublin	"Knutsford, England"	en			
I need another hydro massage		"Arlington, TX"	en			
"@gdayfm @Jim_Pembroke Storage only makes sense with renewables, and vice versa. Pumped hydro is cheapest bulk storage."	Pacific Time (US & Canada)	"Sydney, Australia"	en			
"a calculus is a trudge: conform, yet hydro-electric"		TWITTRTH	en			
@Huw_Merlin @Jim_Pembroke Solar is great. But it needs storage too. Solar &amp; Wind plus pumped hydro is the way to teplacd fossil fuel power.	Pacific Time (US & Canada)	"Sydney, Australia"	en			
@pieplayer @Jim_Pembroke Pumped hydro is cheapest form of storage. How big and where are still questions though.	Pacific Time (US & Canada)	"Sydney, Australia"	en			
"HPR800XD 6 AXIS CNC PLASMA MACHINE WITH BEVEL HEAD AND PIPE CUTTING AND 2 UNIT OXY TORCH 

#plasma #hypertherm #cnc #turkey"	Athens	Bursa	en			
"""They don't love you they just wanna borrow your Aurenautica cap."" -Ta Shaun"		Cape Town	en			
You know you are doing something right when la oledi athi amajita uyathakatha greets you with a smile		Cape Town	en			
@2011LilWayne Hey can I get some oxy	Central Time (US & Canada)	"Council Bluffs, IA"	en			
"@Sloppy_Oxy_Scum fuck em, you’re for sure one of the most talented musicians I’ve ever met fam ❤️"	Eastern Time (US & Canada)	"Joplin, MO"	en			
Oxy men are creating a revolution rn.		"In a body, somewhere on Earth."	en			
@SyedaMahinu Good morning		"Lahore, Pakistan"	en			
"@medic_armadillo i feel your pain, its a mess."	London		en			
So my mum wanted to matchmake me with the medic that attended to her when she had chest pain last week and we had to call an ambulance. 😂	Singapore	Singapore	en			
"@unicycle_medic Add to that, less back pain."		ksa-Tabouk/Jeddah	en			
"i was taking a nap and a loud noise woke me up, so i fell off the bed, and now i’m in pain. someone call a medic."		amenity. | receptionist.	en			
"#MyBigFatFabLife
So dummy, is it the worse pain ever like u said, or telling the medic you're ok...WTF"	Atlantic Time (Canada)	"Pennsylvania, USA"	en			
MY FRIEND IS IN PAIN ! it’s medic time		she	en			
@HTownTeamsGuru @BookstoreBen I feel your pain. Looks like I'll be playing Medic tonight.	Pacific Time (US & Canada)	"Winnipeg, Manitoba"	en			
Abdominal Pain. Mill St. Medic 3210 Assigned		"Newcomerstown, OH"	en			
@trending_medic I swear. It can pain. Mstchew		"Lagos, Nigeria"	en			
